Retail Sku,External ID,Sku Suffix,Retailskusuffix,Online Sku Suffix,Barcode,Alias
,SAN64000,1793-2,SAN6400HRO-0002,SAN6400HRO-0002,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,1793-3,SAN6400HRO-0003,SAN6400HRO-0003,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,1793-4,SAN6400HRO-0004,SAN6400HRO-0004,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,149-1,SAN6400LBL-0001,SAN6400LBL-0001,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,149-2,SAN6400LBL-0002,SAN6400LBL-0002,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,149-3,SAN6400LBL-0003,SAN6400LBL-0003,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,149-4,SAN6400LBL-0004,SAN6400LBL-0004,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,148-1,SAN6400WHT-0001,SAN6400WHT-0001,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,148-2,SAN6400WHT-0002,SAN6400WHT-0002,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,148-3,SAN6400WHT-0003,SAN6400WHT-0003,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,148-4,SAN6400WHT-0004,SAN6400WHT-0004,6.71524E+11,HideVariantWhenOutOfStock
,SAN64000,148-5,SAN6400WHT-0005,SAN6400WHT-0005,6.71524E+11,HideVariantWhenOutOfStock
,,2416-1,UF20756,UF20756,6.13902E+11,HideVariantWhenOutOfStock
,,300-1,UF20757,UF20757,6.13902E+11,HideVariantWhenOutOfStock
,,166858-1,TKF1001,TKF1001,8.50034E+11,HideVariantWhenOutOfStock
,,166857-2,TKF1003,TKF1003,8.50034E+11,HideVariantWhenOutOfStock
,,166856-3,TKF1004,TKF1004,8.50034E+11,HideVariantWhenOutOfStock
,,166855-4,TKF1005,TKF1005,8.50034E+11,HideVariantWhenOutOfStock
,,166859-1,TKF1006,TKF1006,8.50034E+11,HideVariantWhenOutOfStock
,,166861-2,TKF1007,TKF1007,8.50034E+11,HideVariantWhenOutOfStock
,,166860-3,TKF1008,TKF1008,8.50034E+11,HideVariantWhenOutOfStock
,,166858-1,TKF1011,TKF1011,8.50034E+11,HideVariantWhenOutOfStock
,,166863-2,TKF1012,TKF1012,8.50034E+11,HideVariantWhenOutOfStock
,,166857-3,TKF1013,TKF1013,8.50034E+11,HideVariantWhenOutOfStock
,,166862-4,TKF1014,TKF1014,8.50034E+11,HideVariantWhenOutOfStock
,,,CPLP1013,CPLP1013,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP1212,CPLP1212,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP2900,CPLP2900,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP3960,CPLP3960,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP4347,CPLP4347,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP5775,CPLP5775,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP5932,CPLP5932,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP6103,CPLP6103,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP6626,CPLP6626,6.71524E+11,HideVariantWhenOutOfStock
,,,CPLP6677,CPLP6677,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP6936,CPLP6936,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP6983,CPLP6983,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP7014,CPLP7014,8.40358E+11,HideVariantWhenOutOfStock
,,,CPLP7131,CPLP7131,6.71524E+11,HideVariantWhenOutOfStock
,,,CPLP7273,CPLP7273,6.71524E+11,HideVariantWhenOutOfStock
,,,CPLP7276,CPLP7276,6.71524E+11,HideVariantWhenOutOfStock
,,,CPLP7281,CPLP7281,6.71524E+11,HideVariantWhenOutOfStock
,,,CPLP7387,CPLP7387,6.71524E+11,HideVariantWhenOutOfStock
,,2416-1,SOGCP1002B,SOGCP1002B,7.29857E+11,HideVariantWhenOutOfStock
,,1843-1,SOG14-03-01-57,SOG14-03-01-57,7.29857E+11,HideVariantWhenOutOfStock
,,,SOG12-38-03-41,SOG12-38-03-41,7.29857E+11,HideVariantWhenOutOfStock
,,315-7,SOG12-57-07-57,SOG12-57-07-57,7.29857E+11,HideVariantWhenOutOfStock
,,1-Oct,SOG12-63-01-57,SOG12-63-01-57,7.29857E+11,HideVariantWhenOutOfStock
,,166730-1,SOG11-06-01-43,SOG11-06-01-43,8.88151E+11,HideVariantWhenOutOfStock
